Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
[FR-CART-008] Clear entire cart in one operation,ECOM-52,10097,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-008:* The system SHALL allow a user to clear their entire cart in a single operation.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* DELETE /api/cart returns 204
* Subsequent GET returns empty cart
* Idempotent — clearing empty cart still returns 204",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000dz:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CART-007] Remove single cart line,ECOM-51,10096,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-007:* The system SHALL allow a user to remove a single cart line.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* DELETE /api/cart/items/{id} returns 204
* Line gone from subsequent GET /api/cart
* 404 if line id does not belong to caller",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000dr:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CART-006] Reject quantity ≤ 0 with HTTP 400,ECOM-50,10095,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-006:* The system SHALL reject quantity updates of 0 or negative values with HTTP 400; removal must use the delete endpoint.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* PUT quantity=0 returns 400
* PUT quantity=-1 returns 400
* Response message hints user to use DELETE for removal",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000dj:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CART-005] Update line quantity,ECOM-49,10094,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-005:* The system SHALL allow a user to update the quantity of any cart line to any positive integer ≥ 1.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* PUT /api/cart/items/{id} {quantity: N} returns 200
* New quantity reflected in subsequent GET /api/cart
* 404 if cart line id does not belong to caller",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000db:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CART-004] Retrieve cart with totals and item details,ECOM-48,10093,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-004:* The system SHALL allow a user to retrieve their current cart, returning per-line product details (name, image, unit price), line total, item count, and grand total.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* GET /api/cart returns 200 with {items[], item_count, grand_total}
* Each item has id, product_id, product_name, image_url, unit_price, quantity, line_total
* Empty cart returns 200 with item_count=0, grand_total=0",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000d3:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CART-003] Persist cart server-side per user,ECOM-47,10092,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-003:* The system SHALL persist cart contents server-side, keyed to the authenticated user, so the cart survives across sessions and devices.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* Cart survives logout/login on same browser
* Cart appears on second browser/device with same user
* Open question: should carts auto-expire after N days?",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000cv:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CART-002] Increment qty when adding existing product,ECOM-46,10091,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-002:* When a user adds a product that already exists in their cart, the system SHALL increment the existing line's quantity rather than creating a duplicate line.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* Adding product X (qty 1) twice produces ONE line with qty=2
* Adding product X (qty 1) then X (qty 3) produces ONE line with qty=4
* No duplicate cart_item rows in DB",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000cn:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CART-001] Add product to authenticated user's cart,ECOM-45,10090,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-001:* The system SHALL allow an authenticated user to add a product to their cart by product ID and quantity.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* POST /api/cart/items {product_id, quantity} returns 201
* Quantity defaults to 1 if omitted
* Returns 401 without JWT (FR-CART-012)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000cf:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CAT-013] Category facets aggregation (could),ECOM-44,10089,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,could,fr-cat,v2,wiki-linked,,,"*Requirement (FR-CAT-013):* The system MAY return a ""category facets"" aggregation alongside list responses to power a counted filter UI.

*Priority:* Could
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* Response envelope includes {{facets: { categories: [{name, count}, ...] }}}
* Counts reflect current filter context (e.g., search keyword applied)
* Frontend renders sidebar with category names + counts",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000c7:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-012] Frontend placeholder for broken product images,ECOM-43,10088,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,frontend,mvp,should,wiki-linked,,"*Requirement (FR-CAT-012):* The frontend SHALL display a placeholder image when image_url fails to load.

*Priority:* Should
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* onError handler on {{<img>}} swaps to placeholder
* Placeholder is a local asset (no network dependency)
* Alt text preserved for screen readers",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000bz:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-011] Deterministic default sort + sort query param,ECOM-42,10087,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,mvp,should,wiki-linked,,,"*Requirement (FR-CAT-011):* The system SHOULD sort the product list by a deterministic default (e.g., id ascending) and SHOULD accept a sort query parameter (price asc/desc, name).

*Priority:* Should
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* No sort param → default order (id ascending)
* {{?sort=price_asc}} → ascending price
* {{?sort=price_desc}} → descending price
* {{?sort=name}} → alphabetical
* Invalid sort value returns 400",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000br:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-010] Paginate product list at > 50 items (v1.1),ECOM-41,10086,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,should,v1.1,wiki-linked,,,"*Requirement (FR-CAT-010):* The system SHOULD paginate the product list once the catalog exceeds 50 products (cursor- or page-based).

*Priority:* Should (v1.1)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* {{?page=1&limit=20}} returns paged results (or cursor equivalent)
* Default page size ≤ 50
* Response envelope includes total count or next-cursor",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000bj:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-009] Seed at least 6 demo products in ≥ 2 categories,ECOM-40,10085,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,must,mvp,test-data,wiki-linked,,"*Requirement (FR-CAT-009):* The system SHALL ship with at least 6 seeded products spanning ≥ 2 categories, for testing and demos.

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* DB seed creates ≥ 6 products
* ≥ 2 distinct categories represented
* Each product has name, description, price, image_url, category, inventory_count
* Seed script idempotent",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000bb:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
"[FR-CAT-008] Public read, admin-only mutations",ECOM-39,10084,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,must,mvp,security,wiki-linked,,"*Requirement (FR-CAT-008):* Product list and detail endpoints SHALL be readable without authentication; mutating endpoints (create / update — see ECOM-10) SHALL require admin role.

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* GET /api/products and /api/products/{id} work without Authorization header
* POST/PUT/DELETE /api/products return 403 for non-admin
* POST/PUT/DELETE /api/products return 401 if no token",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000b3:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-007] Exclude inactive products from list and search,ECOM-38,10083,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,must,mvp,wiki-linked,,,"*Requirement (FR-CAT-007):* The system SHALL exclude inactive (is_active = false) products from list and search results.

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* GET /api/products never returns is_active=false items
* Search results also exclude inactive
* Detail endpoint returns 404 for inactive ids",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000av:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-006] Surface inventory / in-stock state,ECOM-37,10082,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,must,mvp,wiki-linked,,,"*Requirement (FR-CAT-006):* The system SHALL include each product's current inventory_count (or a derived ""in stock"" boolean) in list and detail responses.

*User story:* As a shopper, I want to see whether a product is in stock so that I don't add unavailable items.

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* Each product item includes {{inventory_count}} and/or {{in_stock}} boolean
* UI shows ""Out of stock"" badge when inventory_count = 0
* Open question: surface exact count or just buckets?",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000an:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-005] Retrieve single product detail,ECOM-36,10081,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,must,mvp,wiki-linked,,,"*Requirement (FR-CAT-005):* The system SHALL provide a single-product retrieve endpoint returning all product attributes for a given id.

*User story:* As a shopper, I want to view the full details of a single product so that I can make an informed buying decision.

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* GET /api/products/{id} returns full product object
* Unknown id returns 404
* Inactive product returns 404 (treat as not found)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000af:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-004] Combine search and category filters,ECOM-35,10080,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,must,mvp,wiki-linked,,,"*Requirement (FR-CAT-004):* The system SHALL allow filters to combine (category AND search keyword).

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* {{?category=X&search=keyword}} returns intersection (AND, not OR)
* Either param alone still works independently",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000a7:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-003] Filter products by category,ECOM-34,10079,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:54,16-06-2026 19:54,,,,0,fr-cat,must,mvp,wiki-linked,,,"*Requirement (FR-CAT-003):* The system SHALL support filtering products by category via a query parameter.

*User story:* As a shopper, I want to filter products by category so that I can narrow to my area of interest.

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* {{?category=Apparel}} returns only that category
* Unknown category returns 200 with {{[]}}
* Category match is exact (not fuzzy in v1)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0009z:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:54
[FR-CAT-002] Keyword search on product name and description,ECOM-33,10078,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,fr-cat,must,mvp,wiki-linked,,,"*Requirement (FR-CAT-002):* The system SHALL support search over product name and description via a {{search}} query parameter (case-insensitive substring match in MVP).

*User story:* As a shopper, I want to search products by keyword so that I can find a specific item.

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* {{?search=backpack}} returns matching products
* Match is case-insensitive
* Match scans both name and description fields
* Zero matches returns 200 with {{[]}}",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0009r:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:53
[FR-CAT-001] List all active products,ECOM-32,10077,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,fr-cat,must,mvp,wiki-linked,,,"*Requirement (FR-CAT-001):* The system SHALL list all active products (is_active = true) via a list endpoint.

*User story:* As a shopper, I want to browse all active products in a grid so that I can quickly survey what's available.

*Priority:* Must (MVP)
*Epic:* ECOM-7
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Acceptance criteria

* GET /api/products returns 200 with JSON array
* Only active products included (FR-CAT-007)
* Empty catalog returns 200 with {{[]}}",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0009j:,,,,,10052,ECOM-7,[CAT] Product Catalog & Browsing,To Do,16-06-2026 19:53
[FR-AUTH-015] OAuth 2.0 social login (v2),ECOM-31,10076,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,could,fr-auth,v2,wiki-linked,,,"*Requirement (FR-AUTH-015):* The system MAY support OAuth 2.0 social login (Google, GitHub) in a future release.

*Priority:* Could (v2)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* ""Sign in with Google"" button on login page
* OAuth callback creates / links user account
* Mapping: oauth_subject ↔ ECOM user id
* Email collision policy: link to existing account if email matches",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0009b:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:53
[FR-AUTH-014] Password-reset via email link (v1.1),ECOM-30,10075,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,fr-auth,should,v1.1,wiki-linked,,,"*Requirement (FR-AUTH-014):* The system SHOULD provide a password-reset flow via email link.

*User story:* As a future user, I want to reset my password by email so that I can recover access without contacting support.

*Priority:* Should (v1.1)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* POST /api/auth/password-reset accepts email, sends one-time link
* Link expires after 1 hour
* Link is single-use
* Submitting new password updates hash and invalidates outstanding tokens",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i00093:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:53
[FR-AUTH-013] Refresh-token mechanism (v1.1),ECOM-29,10074,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,fr-auth,should,v1.1,wiki-linked,,,"*Requirement (FR-AUTH-013):* The system SHOULD provide a refresh-token mechanism to extend sessions without long-lived access tokens.

*Priority:* Should (v1.1)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* Login also issues a refresh_token (≤ 7 day expiry — NFR-SEC-004)
* POST /api/auth/refresh exchanges valid refresh_token for new access_token
* Refresh tokens stored server-side (revocable)
* Refresh tokens rotate on use (no replay)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0008v:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:53
[FR-AUTH-012] Seed three test users for automated testing,ECOM-28,10073,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,fr-auth,must,mvp,test-data,wiki-linked,,"*Requirement (FR-AUTH-012):* The system SHALL provide three pre-seeded test users (standard_user, problem_user, performance_user) for automated testing.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* DB seed script creates 3 users with password {{secret_sauce}}
* All three authenticate successfully via POST /api/auth/login
* Seeded data idempotent (re-seeding does not error or duplicate)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0008n:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:53
